epoch,train_con_loss,train_sim_acc,val_con_loss,val_sim_acc,test_con_loss,test_sim_acc,lr
1,39.5166202545166,0.5989585250064402,33.98340691589728,0.6433445458913983,33.90228894861733,0.6441976254308694,0.0004969221461291213
2,31.047545251285328,0.664391123541751,30.75776023399539,0.6427679000480538,30.605631956240025,0.6398889314438913,0.00048776452186678965
3,28.26322801926557,0.6900599860155301,28.79382489367229,0.6530514175876982,29.083485440510074,0.6483148219073152,0.0004727530657242985
4,26.49389486873851,0.7065837412137048,28.00950364368718,0.6881307063911581,28.48160627411633,0.6784756798161624,0.00045225814297936905
5,25.118597973094268,0.719979391307548,27.555216986958573,0.6732340221047574,27.643628073901667,0.678762926081961,0.000426785407959086
6,23.81023505042581,0.7328230228535679,27.17090306630949,0.707352234502643,27.373562126624876,0.7044235924932976,0.0003969633284476903
7,22.374965423135198,0.7474883156074044,26.83557232414804,0.735896203748198,27.04084075369486,0.7292225201072386,0.00036352768001922435
8,21.317210163789635,0.7597983292238619,26.89377554451547,0.7195579048534358,27.230047726049655,0.7144772117962467,0.0003273033928535752
9,19.76824872185202,0.7771501122437714,26.628366551748137,0.7258049014896685,26.682449177997867,0.726254308693987,0.00028918419891445116
10,18.457000683055206,0.7898097376071836,26.344225325235506,0.7177318596828448,26.672998346933504,0.7138069705093834,0.00025011058163768637
11,17.181176306780646,0.8032237883192875,26.463243600798815,0.7144641999038923,26.56170254218869,0.7150517043278437,0.0002110465721590284
12,16.309473526898554,0.8133625289809737,25.83429697083264,0.7253243632868813,26.256946063623197,0.7214668709306779,0.0001729559645689458
13,15.23839718762566,0.8260957568174291,25.84911567408864,0.7332051898125901,26.312329873806092,0.7288395250861739,0.0001367785370158574
14,14.51340300616096,0.8342472307069517,25.63574902604266,0.7188851513695339,26.02870578300662,0.7166794331673688,0.00010340686533489512
15,13.753877980849323,0.8431531299451661,25.6541577315912,0.7109082172032677,26.028932048053278,0.7102642665645347,7.366430126041519e-05
16,12.997495874517105,0.8520774298016414,25.781267201028218,0.7106198942815953,26.26438782854778,0.7107430103408656,4.828465854766019e-05
17,12.983575964534984,0.8533838736981563,26.142461520869556,0.705333974050937,26.56632008203646,0.7036576024511682,2.789410819113875e-05
18,12.70214381386252,0.8570087954955287,25.971056379923006,0.6930321960595868,26.432520156953395,0.6924549980850249,1.299572942407073e-05
19,12.554795590568991,0.8599528944172524,26.08098177793549,0.6898606439211917,26.530820869817966,0.6882420528533129,3.957097659346196e-06
20,12.367462424109965,0.86298899643028,26.170381185485095,0.6957232099951947,26.606286990933302,0.6947529682114133,1.001215604496245e-06
